#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Absiella argi	Bacteria	Terrabacteria group	Firmicutes	pABar1	NZ_AP019696.1	AP019696	4.73	34.4397	6	-	-	-	6	-
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaemAN4d	NZ_CP031980.1	CP031980	107.843	39.8987	87	-	-	-	109	22
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaemAN4c	NZ_CP031981.1	CP031981	10.554	39.4542	13	-	-	-	13	-
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaemAN4b	NZ_CP031982.1	CP031982	4.481	40.6159	4	-	-	-	5	1
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaemAN4a	NZ_CP031983.1	CP031983	4.281	40.925	5	-	-	-	5	-
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaemINNSZ174c	NZ_CP031999.1	CP031999	9.485	38.7138	11	-	-	-	11	-
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaemINNSZ174b	NZ_CP032000.1	CP032000	8.634	32.2678	14	-	-	-	14	-
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaemINNSZ174a	NZ_CP032001.1	CP032001	5.017	41.9374	6	-	-	-	7	1
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaem11616f	NZ_CP032003.1	CP032003	86.699	38.3972	65	-	-	-	83	18
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaem11616e	NZ_CP032004.1	CP032004	10.694	35.2815	13	-	-	-	13	-
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaem11616c	NZ_CP032005.1	CP032005	6.95	34.5899	4	-	-	-	5	1
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaem11616d	NZ_CP032006.1	CP032006	6.464	34.1275	7	-	-	-	9	2
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaem11616b	NZ_CP032007.1	CP032007	5.924	38.9602	6	-	-	-	6	-
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaem11616a	NZ_CP032008.1	CP032008	5.017	41.9573	7	-	-	-	7	-
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaemAN3c	NZ_CP031985.1	CP031985	35.227	37.3577	30	-	-	-	33	3
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaemAN3b	NZ_CP031986.1	CP031986	15.913	41.7332	21	-	-	-	21	-
Acinetobacter haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	pAhaemAN3a	NZ_CP031987.1	CP031987	7.222	39.352	9	-	-	-	10	1
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pAI01	NZ_CP044019.1	CP044019	116.992	42.8422	87	-	-	-	120	33
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pAI02	NZ_CP044020.1	CP044020	43.442	37.3625	45	-	-	-	47	2
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p23TQ-37k	NZ_CP045196.1	CP045196	37.79	36.4382	39	-	-	-	40	1
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p23TQ-NDM	NZ_CP045197.1	CP045197	41.393	38.1924	45	-	-	-	46	1
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p4TQ-NDM	NZ_CP045130.1	CP045130	41.086	38.3148	46	-	-	-	46	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pXG01-X3	NZ_CP045136.1	CP045136	103.629	43.2475	93	-	-	-	105	12
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pXG-13k	NZ_CP045123.1	CP045123	13.496	35.781	11	-	-	-	11	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pXG-160kb	NZ_CP045124.1	CP045124	160.891	40.5113	124	-	-	-	147	23
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pXG-4k	NZ_CP045125.1	CP045125	4.721	35.4162	6	-	-	-	6	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pXG-5k	NZ_CP045126.1	CP045126	5.629	33.3985	4	-	-	-	4	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pXG03-X3	NZ_CP045128.1	CP045128	103.629	43.2475	93	-	-	-	105	12
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p18TQ-X3	NZ_CP045132.1	CP045132	93.847	44.0323	87	-	-	-	103	16
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p18TQ-NDM	NZ_CP045133.1	CP045133	40.439	38.4357	43	-	-	-	45	2
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p18TQ-13k	NZ_CP045134.1	CP045134	13.58	35.3756	10	-	-	-	11	1
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pCMG3-2-1	NZ_CP044446.1	CP044446	120.957	43.4601	102	-	-	-	127	25
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pCMG3-2-2	NZ_CP044447.1	CP044447	16.151	36.6231	15	-	-	-	19	4
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pCMG3-2-3	NZ_CP044448.1	CP044448	11.746	40.3627	10	-	-	-	13	3
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pCMG3-2-4	NZ_CP044449.1	CP044449	9.322	40.678	8	-	-	-	9	1
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pB18-1	NZ_CP044456.1	CP044456	274.859	38.7151	247	-	-	-	256	9
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pB18-2	NZ_CP044457.1	CP044457	136.195	43.0478	112	-	-	-	142	30
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pB18-3	NZ_CP044458.1	CP044458	84.177	39.8209	102	-	-	-	102	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pB18-4	NZ_CP044459.1	CP044459	33.913	38.4985	28	-	-	-	28	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pB18-5	NZ_CP044460.1	CP044460	21.855	37.4743	23	-	-	-	23	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pB18-6	NZ_CP044461.1	CP044461	14.098	32.189	18	-	-	-	18	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pB18-7	NZ_CP044462.1	CP044462	13.146	36.1707	14	-	-	-	15	1
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pMMS9-2-1	NZ_CP044451.1	CP044451	121.603	43.3229	103	-	-	-	128	25
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pMMS9-2-2	NZ_CP044452.1	CP044452	17.169	37.4745	15	-	-	-	15	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pMMS9-2-3	NZ_CP044453.1	CP044453	12.422	33.0221	11	-	-	-	11	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pMMS9-2-4	NZ_CP044454.1	CP044454	10.553	37.1269	12	-	-	-	13	1
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pFS42-2-1	-	CP046596.1	140.938	43.3794	105	-	-	-	167	62
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pFS42-2-2	-	CP046597.1	28.432	36.058	30	-	-	-	40	10
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pFS42-2-3	-	CP046598.1	10.59	37.0538	6	-	-	-	12	6
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	pFS42-2-4	-	CP046599.1	1.593	51.7891	-	-	-	-	3	3
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p94-2-p4	NZ_CP041287.1	CP041287	4.086	35.3647	6	-	-	-	6	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p94-2-p2	NZ_CP041288.1	CP041288	16.559	37.0614	14	-	-	-	14	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p94-2-p5	NZ_CP041289.1	CP041289	1.601	38.9756	-	-	-	-	1	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p94-2-tetX3	NZ_CP041290.1	CP041290	42.489	35.8469	38	-	-	-	41	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p94-2-p3	NZ_CP041292.1	CP041292	6.749	37.1166	8	-	-	-	8	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p80-1-2-p5	NZ_CP041293.1	CP041293	3.818	40.2305	4	-	-	-	4	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p80-1-2-p3	NZ_CP041294.1	CP041294	9.663	36.6656	12	-	-	-	12	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p80-1-2-p2	NZ_CP041296.1	CP041296	39.796	37.6118	28	-	-	-	35	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p80-1-2-tetX3	NZ_CP041297.1	CP041297	53.584	41.7289	43	-	-	-	58	-
Acinetobacter indicus	Bacteria	Proteobacteria	Gammaproteobacteria	p80-1-2-p4	NZ_CP041298.1	CP041298	5.574	37.4417	9	-	-	-	9	-
Acinetobacter johnsonii	Bacteria	Proteobacteria	Gammaproteobacteria	pIC001A	NZ_CP022299.1	CP022299	94.476	39.1666	73	-	-	-	96	23
Acinetobacter johnsonii	Bacteria	Proteobacteria	Gammaproteobacteria	pIC001B	NZ_CP022300.1	CP022300	22.605	50.2101	24	-	-	-	28	4
Acinetobacter johnsonii	Bacteria	Proteobacteria	Gammaproteobacteria	pIC001C	NZ_CP022301.1	CP022301	6.97	34.1176	10	-	-	-	10	-
Acinetobacter johnsonii	Bacteria	Proteobacteria	Gammaproteobacteria	pIC001D	NZ_CP022302.1	CP022302	1.859	39.6988	2	-	-	-	2	-
Acinetobacter johnsonii	Bacteria	Proteobacteria	Gammaproteobacteria	pFM-M19	NZ_CP037425.1	CP037425	55.044	35.7786	46	1	-	-	51	4
Acinetobacter johnsonii	Bacteria	Proteobacteria	Gammaproteobacteria	pAcsw19-1	NZ_CP043308.1	CP043308	11.161	35.6599	14	-	-	-	14	-
Acinetobacter johnsonii	Bacteria	Proteobacteria	Gammaproteobacteria	pAcsw19-2	NZ_CP043309.1	CP043309	351.885	38.7865	322	-	-	-	355	33
Acinetobacter johnsonii	Bacteria	Proteobacteria	Gammaproteobacteria	pAcsw19-3	NZ_CP043310.1	CP043310	38.391	33.7579	28	-	-	-	46	18
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-9	NZ_CP010351.1	CP010351	398.857	39.9915	366	-	-	-	415	49
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-1	NZ_CP010352.1	CP010352	3.978	35.0679	4	-	-	-	4	-
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-2	NZ_CP010353.1	CP010353	4.724	36.8755	7	-	-	-	7	-
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-3	NZ_CP010354.1	CP010354	11.643	33.7628	11	-	-	-	11	-
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-4	NZ_CP010355.1	CP010355	7.579	38.8838	10	-	-	-	12	2
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-5	NZ_CP010356.1	CP010356	13.94	36.9082	16	-	-	-	17	1
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-6	NZ_CP010357.1	CP010357	13.33	36.3841	11	-	-	-	14	3
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-8	NZ_CP010358.1	CP010358	117.483	37.0496	76	-	-	-	98	22
Acinetobacter junii	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-WS1	NC_024999.1	KJ018154	13.94	46.4132	13	-	-	-	13	-
Acinetobacter junii	Bacteria	Proteobacteria	Gammaproteobacteria	p1_010059	NZ_CP028798.2	CP028798	33.869	41.6103	38	-	-	-	40	2
Acinetobacter junii	Bacteria	Proteobacteria	Gammaproteobacteria	p2_010059	NZ_CP028799.2	CP028799	6.074	35.1992	6	-	-	-	8	2
Acinetobacter lactucae	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-JVAP01	NZ_KM923969.1	KM923969	47.268	40.8331	52	-	-	-	52	-
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-BJ01	NC_019268.1	JQ001791	47.274	40.8279	46	-	-	-	46	-
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-BJ02	NC_019281.1	JQ060896	46.165	40.9293	44	-	-	-	44	-
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-Iz4b	NC_025000.1	KJ547696	46.57	40.9105	55	-	-	-	55	-
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	pmZS	NZ_CP019144.1	CP019144	198.391	39.5351	167	-	-	-	220	53
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	pZS-3	NZ_CP019145.1	CP019145	13.816	34.9739	12	-	-	-	13	1
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	pZS-6	NZ_CP019146.1	CP019146	6.691	34.4044	9	-	-	-	9	-
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	pZS-7	NZ_CP019147.1	CP019147	6.886	35.1147	8	-	-	-	8	-
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	pZS-8	NZ_CP019148.1	CP019148	5.518	37.4773	6	-	-	-	6	-
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	pZS-9	NZ_CP019149.1	CP019149	5.246	37.9146	6	-	-	-	6	-
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	pZS-11	NZ_CP019150.1	CP019150	4.348	37.7875	6	-	-	-	6	-
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	pZS-13	NZ_CP019151.1	CP019151	6.168	36.3165	11	-	-	-	11	-
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	pZS-20	NZ_CP019152.1	CP019152	14.495	33.4943	19	-	-	-	19	-
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP046295.1	CP046295	221.52	39.2836	174	-	-	-	221	47
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP046297.1	CP046297	3.065	37.9772	3	-	-	-	3	-
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP046298.1	CP046298	6.573	33.4094	7	-	-	-	8	1
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP046299.1	CP046299	6.691	34.4343	9	-	-	-	9	-
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p6411-89.111kb	NZ_CP010369.1	CP010369	89.111	37.3601	66	-	-	-	88	22
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p6411-9.012kb	NZ_CP010370.2	CP010370	47.274	40.8279	51	-	-	-	52	1
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p6411-66.409kb	NZ_CP010903.1	CP010903	66.409	36.3565	67	-	-	-	70	3
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	pRAY*-v3	NC_023280.1	KC417494	6.078	39.1741	5	-	-	-	5	-
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	pAB49-v1	NC_023281.1	KC417495	2.2	39.6818	2	-	-	-	2	-
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	pSSA3_1	NZ_CP020587.1	CP020587	11.4	35.9035	12	-	-	-	12	-
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2014N23-120-1	-	CP033546.1	158.983	40.1232	54	-	1	-	185	130
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2014N23-120-2	-	CP033547.1	79.057	37.7411	33	-	-	-	97	64
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2014N23-120-3	-	CP033548.1	39.96	31.9595	51	-	-	-	54	3
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2014N23-120-4	-	CP033549.1	5.097	43.4373	2	-	-	-	7	5
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2012C01-137-1	-	CP033558.1	91.208	39.343	45	-	-	-	111	66
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2012C01-137-2	-	CP033559.1	72.978	40.889	34	-	-	-	91	57
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2012C01-137-3	-	CP033560.1	8.08	35.2723	5	-	-	-	9	4
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S01-097-1	-	CP033551.1	133.329	38.87	44	-	1	-	156	111
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S01-097-2	-	CP033552.1	120.617	39.1031	63	-	4	-	142	75
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S01-097-3	-	CP033553.1	8.931	34.5202	5	-	-	-	11	6
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S01-097-4	-	CP033554.1	6.08	37.9276	1	-	-	-	7	6
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S01-097-5	-	CP033555.1	6.042	33.7471	8	-	-	-	10	2
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S01-097-6	-	CP033556.1	5.084	43.4894	3	-	-	-	7	4
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2010N17-248	-	CP033573.1	79.174	40.2695	28	-	-	-	98	70
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2010S01-197-1	-	CP033562.1	134.185	36.279	39	-	-	-	140	101
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2010S01-197-2	-	CP033563.1	92.044	39.0552	37	-	-	-	105	68
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2010S01-197-3	-	CP033564.1	6.077	39.2628	5	-	-	-	7	2
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2010S01-197-4	-	CP033565.1	5.449	36.7223	5	-	-	-	8	3
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2010S01-197-5	-	CP033566.1	3.86	42.0725	5	-	-	-	7	2
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p2010S01-197-6	-	CP033567.1	2.727	37.8071	3	-	-	-	4	1
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP042995.1	CP042995	72.657	40.2893	70	-	-	-	91	21
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP042996.1	CP042996	5.833	50.6429	-	-	-	-	-	-
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	pAC1530	NZ_CP045561.1	CP045561	173.972	38.2263	158	-	-	-	171	13
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-AP_882	NZ_CP014478.1	CP014478	146.597	38.5854	132	-	-	-	140	8
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pOXA58-AP_882	NZ_CP014479.1	CP014479	36.862	36.3464	38	-	-	-	43	5
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pIEC338SCOX	NZ_CP015146.1	CP015146	10.498	34.8828	11	-	-	-	11	-
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pIEC338SC2	NZ_CP015147.1	CP015147	5.562	38.2776	6	-	-	-	6	-
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pIEC338SC3	NZ_CP015148.1	CP015148	5.813	31.894	6	-	-	-	6	-
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pMS32-3	NC_025137.1	KJ616406	11.465	36.3454	13	-	-	-	13	-
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pMS32-1	NC_025173.1	KJ616405	94.418	37.4844	108	-	-	-	108	-
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP017939.1	CP017939	28.641	37.4149	13	-	-	-	32	19
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p11	NZ_CP021429.1	CP021429	112.604	38.4525	104	-	-	-	124	20
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP018910.1	CP018910	9.501	33.0492	13	-	-	-	13	-
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pXM1	NZ_CM001802.1	CM001802	47.274	40.8279	51	-	-	-	52	1
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pXM2	NZ_CM001803.1	CM001803	93.891	37.6809	73	-	-	-	91	18
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2012N08-034-1	-	CP033521.1	15.039	32.3559	15	-	-	-	24	9
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2012N08-034-2	-	CP033522.1	8.159	33.6561	4	-	-	-	8	4
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2012N08-034-3	-	CP033523.1	4.34	35.9677	3	-	-	-	7	4
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2012N08-034-4	-	CP033524.1	3.867	36.4882	1	-	-	-	3	2
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S07-126-1	-	CP033531.1	284.051	39.4433	133	-	-	-	290	157
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S07-126-2	-	CP033532.1	96.775	37.5273	27	-	-	-	103	76
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S07-126-3	-	CP033533.1	32.766	38.2012	7	-	-	-	39	32
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S07-126-4	-	CP033534.1	9.205	34.3726	6	-	-	-	13	7
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2012N21-164-1	-	CP033536.1	97.329	37.6517	41	-	-	-	109	68
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2012N21-164-2	-	CP033537.1	73.223	40.4914	28	-	-	-	86	58
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2012N21-164-3	-	CP033538.1	12.096	33.2424	10	-	-	-	19	9
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2012N21-164-4	-	CP033539.1	6.632	33.5645	1	-	-	-	7	6
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S06-099-1	-	CP033541.1	125.715	39.4281	48	-	-	-	123	75
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S06-099-2	-	CP033542.1	10.481	35.0539	3	-	-	-	13	10
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S06-099-3	-	CP033543.1	7.849	31.8002	5	-	-	-	14	9
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014S06-099-4	-	CP033544.1	4.885	30.8495	5	-	-	-	5	-
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014N21-145-1	-	CP033569.1	323.995	39.7929	181	-	-	-	341	160
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014N21-145-2	-	CP033570.1	72.034	36.3884	29	-	-	-	90	61
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014N21-145-3	-	CP033571.1	9.166	34.8025	4	-	-	-	12	8
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014N05-125-1	-	CP033526.1	65.944	38.234	13	-	-	-	76	63
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014N05-125-2	-	CP033527.1	11.471	34.0162	16	-	-	-	19	3
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014N05-125-3	-	CP033528.1	10.395	33.4199	4	-	-	-	14	10
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2014N05-125-4	-	CP033529.1	6.061	39.3004	4	-	-	-	7	3
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP029611.1	CP029611	84.302	39.5103	91	-	-	-	116	25
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pC54_001	NZ_CP042365.1	CP042365	256.887	38.9097	224	-	-	-	253	29
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pC54_002	NZ_CP042366.1	CP042366	76.008	37.0553	71	-	-	-	94	23
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pC54_003	NZ_CP042367.1	CP042367	25.906	38.2846	29	-	-	-	31	2
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pC54_004	NZ_CP042368.1	CP042368	6.575	34.5399	7	-	-	-	7	-
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pC54_005	NZ_CP042369.1	CP042369	4.478	35.6409	4	-	-	-	4	-
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pC54_006	NZ_CP042370.1	CP042370	0.813	38.0074	-	-	-	-	1	1
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pOXA58_005069	NZ_CP026086.2	CP026086	112.436	39.9916	102	-	-	-	133	31
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p1_005069	NZ_CP026087.2	CP026087	91.563	37.8919	72	-	-	-	91	19
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2_005069	NZ_CP026088.1	CP026088	9.203	34.3258	12	-	-	-	12	-
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p1_100004	NZ_CP027247.2	CP027247	66.765	36.8936	65	-	-	-	82	17
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	p2_100004	NZ_CP027248.1	CP027248	18.485	33.9464	23	-	-	-	24	1
